indice_global,indice_estricto,título,director,año,duración,género,rating,metascore,recaudación(M)
668,263,Stalker,Andrei Tarkovsky,1979,162,Drama,8.1,85,0.23
669,263,Stalker,Andrei Tarkovsky,1979,162,Ciencia Ficción,8.1,85,0.23
670,264,A Silent Voice: The Movie,Naoko Yamada,2016,130,Animación,8.1,78,0.0
671,264,A Silent Voice: The Movie,Naoko Yamada,2016,130,Drama,8.1,78,0.0
672,265,Network,Sidney Lumet,1976,121,Drama,8.1,83,0.0
673,266,Ben-Hur,William Wyler,1959,212,Aventura,8.1,90,74.7
674,266,Ben-Hur,William Wyler,1959,212,Drama,8.1,90,74.7
"675,267,""Paris, Texas"",Wim Wenders,1984,145,Drama,8.1,81,2.18"
676,268,The Seventh Seal,Ingmar Bergman,1957,96,Drama,8.1,88,0.0
677,268,The Seventh Seal,Ingmar Bergman,1957,96,Fantasía,8.1,88,0.0
678,269,The Bridge on the River Kwai,David Lean,1957,161,Aventura,8.1,87,44.91
679,269,The Bridge on the River Kwai,David Lean,1957,161,Drama,8.1,87,44.91
680,269,The Bridge on the River Kwai,David Lean,1957,161,Guerra,8.1,87,44.91
681,270,Persona,Ingmar Bergman,1966,83,Drama,8.1,86,0.0
682,270,Persona,Ingmar Bergman,1966,83,Thriller,8.1,86,0.0
683,271,In the Name of the Father,Jim Sheridan,1993,133,Biografía,8.1,84,25.01
684,271,In the Name of the Father,Jim Sheridan,1993,133,Crimen,8.1,84,25.01
685,271,In the Name of the Father,Jim Sheridan,1993,133,Drama,8.1,84,25.01
686,272,Hotel Rwanda,Terry George,2004,121,Biografía,8.1,79,23.53
687,272,Hotel Rwanda,Terry George,2004,121,Drama,8.1,79,23.53
688,272,Hotel Rwanda,Terry George,2004,121,Historia,8.1,79,23.53
689,273,Amores Perros,Alejandro G. IÃ±Ã¡rritu,2000,154,Drama,8.1,83,5.38
690,273,Amores Perros,Alejandro G. IÃ±Ã¡rritu,2000,154,Thriller,8.1,83,5.38
691,274,The Message,Moustapha Akkad,1976,177,Biografía,8.1,0,0.0
692,274,The Message,Moustapha Akkad,1976,177,Drama,8.1,0,0.0
693,274,The Message,Moustapha Akkad,1976,177,Historia,8.1,0,0.0
694,275,Rebecca,Alfred Hitchcock,1940,130,Drama,8.1,86,4.36
695,275,Rebecca,Alfred Hitchcock,1940,130,Film-Noir,8.1,86,4.36
696,275,Rebecca,Alfred Hitchcock,1940,130,Misterio,8.1,86,4.36
697,276,Neon Genesis Evangelion: The End of Evangelion,Hideaki Anno,1997,87,Animación,8.1,0,0.0
698,276,Neon Genesis Evangelion: The End of Evangelion,Hideaki Anno,1997,87,Acción,8.1,0,0.0
699,276,Neon Genesis Evangelion: The End of Evangelion,Hideaki Anno,1997,87,Drama,8.1,0,0.0
700,277,The Man Who Shot Liberty Valance,John Ford,1962,123,Drama,8.1,94,0.0
701,277,The Man Who Shot Liberty Valance,John Ford,1962,123,Western,8.1,94,0.0
702,278,Inherit the Wind,Stanley Kramer,1960,128,Biografía,8.1,75,0.0
703,278,Inherit the Wind,Stanley Kramer,1960,128,Drama,8.1,75,0.0
704,278,Inherit the Wind,Stanley Kramer,1960,128,Historia,8.1,75,0.0
705,279,The Third Man,Carol Reed,1949,93,Film-Noir,8.1,97,0.45
706,279,The Third Man,Carol Reed,1949,93,Misterio,8.1,97,0.45
707,279,The Third Man,Carol Reed,1949,93,Thriller,8.1,97,0.45
708,280,Paper Moon,Peter Bogdanovich,1973,102,Comedia,8.1,77,30.93
709,280,Paper Moon,Peter Bogdanovich,1973,102,Crimen,8.1,77,30.93
710,280,Paper Moon,Peter Bogdanovich,1973,102,Drama,8.1,77,30.93
711,281,The Best Years of Our Lives,William Wyler,1946,170,Drama,8.1,93,23.65
712,281,The Best Years of Our Lives,William Wyler,1946,170,Romance,8.1,93,23.65
713,281,The Best Years of Our Lives,William Wyler,1946,170,Guerra,8.1,93,23.65
714,282,The Grapes of Wrath,John Ford,1940,129,Drama,8.1,96,0.06
715,283,All Quiet on the Western Front,Lewis Milestone,1930,152,Drama,8.1,91,3.27
716,283,All Quiet on the Western Front,Lewis Milestone,1930,152,Guerra,8.1,91,3.27
717,284,Mary and Max,Adam Elliot,2009,92,Animación,8.1,0,0.0
718,284,Mary and Max,Adam Elliot,2009,92,Comedia,8.1,0,0.0
719,284,Mary and Max,Adam Elliot,2009,92,Drama,8.1,0,0.0
720,285,A Woman Under the Influence,John Cassavetes,1974,155,Drama,8.1,88,13.34
721,285,A Woman Under the Influence,John Cassavetes,1974,155,Romance,8.1,88,13.34
722,286,The 400 Blows,FranÃ§ois Truffaut,1959,99,Crimen,8.1,0,0.0
723,286,The 400 Blows,FranÃ§ois Truffaut,1959,99,Drama,8.1,0,0.0
724,287,Three Colors: Red,Krzysztof Kieslowski,1994,99,Drama,8.1,100,4.04
725,287,Three Colors: Red,Krzysztof Kieslowski,1994,99,Misterio,8.1,100,4.04
726,287,Three Colors: Red,Krzysztof Kieslowski,1994,99,Romance,8.1,100,4.04
727,288,The Celebration,Thomas Vinterberg,1998,105,Drama,8.1,82,1.65
728,289,PK,Rajkumar Hirani,2014,153,Comedia,8.1,0,10.62
729,289,PK,Rajkumar Hirani,2014,153,Drama,8.1,0,10.62
730,289,PK,Rajkumar Hirani,2014,153,Ciencia Ficción,8.1,0,10.62
731,290,It Happened One Night,Frank Capra,1934,105,Comedia,8.1,87,4.36
732,290,It Happened One Night,Frank Capra,1934,105,Romance,8.1,87,4.36
733,291,Fanny and Alexander,Ingmar Bergman,1982,188,Drama,8.1,100,4.97
734,292,Bajrangi Bhaijaan,Kabir Khan,2015,163,Acción,8.1,0,8.18
735,292,Bajrangi Bhaijaan,Kabir Khan,2015,163,Aventura,8.1,0,8.18
736,292,Bajrangi Bhaijaan,Kabir Khan,2015,163,Comedia,8.1,0,8.18
737,293,Wild Strawberries,Ingmar Bergman,1957,91,Drama,8.1,88,0.0
738,293,Wild Strawberries,Ingmar Bergman,1957,91,Romance,8.1,88,0.0
739,294,The Red Shoes,Michael Powell,1948,135,Drama,8.1,0,10.9
740,294,The Red Shoes,Michael Powell,1948,135,Musica,8.1,0,10.9
741,294,The Red Shoes,Michael Powell,1948,135,Romance,8.1,0,10.9
742,295,Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,224,Drama,8.1,84,0.07
743,295,Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,224,Musical,8.1,84,0.07
744,295,Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,224,Deportes,8.1,84,0.07
745,296,Yi Yi: A One and a Two...,Edward Yang,2000,173,Drama,8.1,94,1.14
746,296,Yi Yi: A One and a Two...,Edward Yang,2000,173,Romance,8.1,94,1.14
747,297,Underground,Emir Kusturica,1995,167,Comedia,8.1,79,0.17
748,297,Underground,Emir Kusturica,1995,167,Drama,8.1,79,0.17
749,297,Underground,Emir Kusturica,1995,167,Fantasía,8.1,79,0.17
750,298,The Battle of Algiers,Gillo Pontecorvo,1966,121,Drama,8.1,96,0.06
751,298,The Battle of Algiers,Gillo Pontecorvo,1966,121,Guerra,8.1,96,0.06
752,299,Farewell My Concubine,Kaige Chen,1993,171,Drama,8.1,83,5.22
753,299,Farewell My Concubine,Kaige Chen,1993,171,Musica,8.1,83,5.22
754,299,Farewell My Concubine,Kaige Chen,1993,171,Romance,8.1,83,5.22
755,300,Mr. Smith Goes to Washington,Frank Capra,1939,129,Comedia,8.1,73,9.6
756,300,Mr. Smith Goes to Washington,Frank Capra,1939,129,Drama,8.1,73,9.6
757,301,Winter Sleep,Nuri Bilge Ceylan,2014,196,Drama,8.1,88,0.17
758,302,Diabolique,Henri-Georges Clouzot,1955,117,Crimen,8.1,0,1.09
759,302,Diabolique,Henri-Georges Clouzot,1955,117,Drama,8.1,0,1.09
760,302,Diabolique,Henri-Georges Clouzot,1955,117,Terror,8.1,0,1.09
761,303,Andrei Rublev,Andrei Tarkovsky,1966,205,Biografía,8.1,0,0.1
762,303,Andrei Rublev,Andrei Tarkovsky,1966,205,Drama,8.1,0,0.1
763,303,Andrei Rublev,Andrei Tarkovsky,1966,205,Historia,8.1,0,0.1
764,304,Dil Chahta Hai,Farhan Akhtar,2001,183,Comedia,8.1,0,0.3
765,304,Dil Chahta Hai,Farhan Akhtar,2001,183,Drama,8.1,0,0.3
766,304,Dil Chahta Hai,Farhan Akhtar,2001,183,Romance,8.1,0,0.3
767,305,Wolf Children,Mamoru Hosoda,2012,117,Animación,8.1,71,0.0
768,305,Wolf Children,Mamoru Hosoda,2012,117,Drama,8.1,71,0.0
769,305,Wolf Children,Mamoru Hosoda,2012,117,Familiar,8.1,71,0.0
770,306,The Hidden Fortress,Akira Kurosawa,1958,126,Acción,8.1,89,0.0
771,306,The Hidden Fortress,Akira Kurosawa,1958,126,Aventura,8.1,89,0.0
772,306,The Hidden Fortress,Akira Kurosawa,1958,126,Drama,8.1,89,0.0
773,307,Ace in the Hole,Billy Wilder,1951,111,Drama,8.1,72,3.97
774,307,Ace in the Hole,Billy Wilder,1951,111,Film-Noir,8.1,72,3.97
775,308,White Heat,Raoul Walsh,1949,114,Acción,8.1,0,0.0
776,308,White Heat,Raoul Walsh,1949,114,Crimen,8.1,0,0.0
777,308,White Heat,Raoul Walsh,1949,114,Drama,8.1,0,0.0
778,309,The General,Clyde Bruckman,1926,78,Acción,8.1,0,1.03
779,309,The General,Clyde Bruckman,1926,78,Aventura,8.1,0,1.03
780,309,The General,Clyde Bruckman,1926,78,Comedia,8.1,0,1.03
781,310,Masaan,Neeraj Ghaywan,2015,109,Drama,8.1,0,0.0
782,311,The Gold Rush,Charles Chaplin,1925,95,Aventura,8.1,0,5.45
783,311,The Gold Rush,Charles Chaplin,1925,95,Comedia,8.1,0,5.45
784,311,The Gold Rush,Charles Chaplin,1925,95,Drama,8.1,0,5.45
785,312,Throne of Blood,Akira Kurosawa,1957,110,Drama,8.1,0,0.0
786,313,Barfi!,Anurag Basu,2012,151,Comedia,8.1,0,2.8
787,313,Barfi!,Anurag Basu,2012,151,Drama,8.1,0,2.8
788,313,Barfi!,Anurag Basu,2012,151,Romance,8.1,0,2.8
789,314,Talvar,Meghna Gulzar,2015,132,Crimen,8.1,0,0.34
790,314,Talvar,Meghna Gulzar,2015,132,Drama,8.1,0,0.34
791,314,Talvar,Meghna Gulzar,2015,132,Misterio,8.1,0,0.34
792,315,Sunrise,F.W. Murnau,1927,94,Drama,8.1,95,0.54
793,315,Sunrise,F.W. Murnau,1927,94,Romance,8.1,95,0.54
794,316,Autumn Sonata,Ingmar Bergman,1978,99,Drama,8.1,0,0.0
795,316,Autumn Sonata,Ingmar Bergman,1978,99,Musica,8.1,0,0.0
796,317,A Wednesday,Neeraj Pandey,2008,104,Acción,8.1,0,0.0
797,317,A Wednesday,Neeraj Pandey,2008,104,Crimen,8.1,0,0.0
798,317,A Wednesday,Neeraj Pandey,2008,104,Drama,8.1,0,0.0
799,318,Rififi,Jules Dassin,1955,118,Crimen,8.1,97,0.06
800,318,Rififi,Jules Dassin,1955,118,Drama,8.1,97,0.06
801,318,Rififi,Jules Dassin,1955,118,Thriller,8.1,97,0.06
802,319,Rang De Basanti,Rakeysh Omprakash Mehra,2006,167,Comedia,8.1,0,2.2
803,319,Rang De Basanti,Rakeysh Omprakash Mehra,2006,167,Crimen,8.1,0,2.2
804,319,Rang De Basanti,Rakeysh Omprakash Mehra,2006,167,Drama,8.1,0,2.2
805,320,The Grand Illusion,Jean Renoir,1937,113,Drama,8.1,0,0.17
806,320,The Grand Illusion,Jean Renoir,1937,113,Guerra,8.1,0,0.17
807,321,Raise the Red Lantern,Yimou Zhang,1991,125,Drama,8.1,0,2.6
808,321,Raise the Red Lantern,Yimou Zhang,1991,125,Romance,8.1,0,2.6
809,322,Nights of Cabiria,Federico Fellini,1957,110,Drama,8.1,0,0.75
810,323,Pink,Aniruddha Roy Chowdhury,2016,136,Crimen,8.1,0,1.24
811,323,Pink,Aniruddha Roy Chowdhury,2016,136,Drama,8.1,0,1.24
812,323,Pink,Aniruddha Roy Chowdhury,2016,136,Thriller,8.1,0,1.24
813,324,Let's Go! India,Shimit Amin,2007,153,Drama,8.1,68,1.11
814,324,Let's Go! India,Shimit Amin,2007,153,Familiar,8.1,68,1.11
815,324,Let's Go! India,Shimit Amin,2007,153,Deportes,8.1,68,1.11
816,325,The Virgin Spring,Ingmar Bergman,1960,89,Drama,8.1,0,1.53
817,326,Queen,Vikas Bahl,2013,146,Aventura,8.1,0,1.43
818,326,Queen,Vikas Bahl,2013,146,Comedia,8.1,0,1.43
819,326,Queen,Vikas Bahl,2013,146,Drama,8.1,0,1.43
820,327,Jean de Florette,Claude Berri,1986,120,Comedia,8.1,0,4.94
821,327,Jean de Florette,Claude Berri,1986,120,Drama,8.1,0,4.94
822,328,Article 15,Anubhav Sinha,2019,130,Crimen,8.1,0,0.0
823,328,Article 15,Anubhav Sinha,2019,130,Drama,8.1,0,0.0
824,328,Article 15,Anubhav Sinha,2019,130,Misterio,8.1,0,0.0
825,329,Time of the Gypsies,Emir Kusturica,1988,142,Comedia,8.1,0,0.28
826,329,Time of the Gypsies,Emir Kusturica,1988,142,Crimen,8.1,0,0.28
827,329,Time of the Gypsies,Emir Kusturica,1988,142,Drama,8.1,0,0.28
828,330,Sholay,Ramesh Sippy,1975,162,Acción,8.1,0,0.0
829,330,Sholay,Ramesh Sippy,1975,162,Aventura,8.1,0,0.0
830,330,Sholay,Ramesh Sippy,1975,162,Comedia,8.1,0,0.0
831,331,Munna Bhai M.B.B.S.,Rajkumar Hirani,2003,156,Comedia,8.1,0,0.0
832,331,Munna Bhai M.B.B.S.,Rajkumar Hirani,2003,156,Drama,8.1,0,0.0
833,332,Tangerines,Zaza Urushadze,2013,87,Drama,8.1,73,0.14
834,332,Tangerines,Zaza Urushadze,2013,87,Guerra,8.1,73,0.14
835,333,Kahaani,Sujoy Ghosh,2012,122,Misterio,8.1,0,1.04
836,333,Kahaani,Sujoy Ghosh,2012,122,Thriller,8.1,0,1.04
837,334,Hera Pheri,Priyadarshan,2000,156,Acción,8.1,0,0.0
838,334,Hera Pheri,Priyadarshan,2000,156,Comedia,8.1,0,0.0
839,334,Hera Pheri,Priyadarshan,2000,156,Crimen,8.1,0,0.0
840,335,The Bandit,Yavuz Turgul,1996,128,Crimen,8.1,0,0.0
841,335,The Bandit,Yavuz Turgul,1996,128,Drama,8.1,0,0.0
842,335,The Bandit,Yavuz Turgul,1996,128,Thriller,8.1,0,0.0
843,336,The Circus,Charles Chaplin,1928,72,Comedia,8.1,90,0.0
844,336,The Circus,Charles Chaplin,1928,72,Familiar,8.1,90,0.0
845,336,The Circus,Charles Chaplin,1928,72,Romance,8.1,90,0.0
846,337,Udaan,Vikramaditya Motwane,2010,134,Drama,8.1,0,0.01
847,338,OMG: Oh My God!,Umesh Shukla,2012,125,Comedia,8.1,0,0.92
848,338,OMG: Oh My God!,Umesh Shukla,2012,125,Drama,8.1,0,0.92
849,338,OMG: Oh My God!,Umesh Shukla,2012,125,Fantasía,8.1,0,0.92
850,339,Black,Sanjay Leela Bhansali,2005,122,Drama,8.1,0,0.73
851,340,Everything's Gonna Be Great,Ã–mer Vargi,1998,107,Comedia,8.1,0,0.0
852,340,Everything's Gonna Be Great,Ã–mer Vargi,1998,107,Drama,8.1,0,0.0
853,340,Everything's Gonna Be Great,Ã–mer Vargi,1998,107,Thriller,8.1,0,0.0
854,341,Sarfarosh,John Mathew Matthan,1999,174,Acción,8.1,0,0.0
855,341,Sarfarosh,John Mathew Matthan,1999,174,Drama,8.1,0,0.0
856,341,Sarfarosh,John Mathew Matthan,1999,174,Thriller,8.1,0,0.0
857,342,Anand,Hrishikesh Mukherjee,1971,122,Drama,8.1,0,0.0
858,342,Anand,Hrishikesh Mukherjee,1971,122,Musical,8.1,0,0.0
859,343,Dune,Denis Villeneuve,2021,155,Acción,8.0,74,108.33
860,343,Dune,Denis Villeneuve,2021,155,Aventura,8.0,74,108.33
861,343,Dune,Denis Villeneuve,2021,155,Drama,8.0,74,108.33
862,344,Blade Runner 2049,Denis Villeneuve,2017,164,Acción,8.0,81,92.05
863,344,Blade Runner 2049,Denis Villeneuve,2017,164,Drama,8.0,81,92.05
864,344,Blade Runner 2049,Denis Villeneuve,2017,164,Misterio,8.0,81,92.05
865,345,Guardians of the Galaxy,James Gunn,2014,121,Acción,8.0,76,333.18
866,345,Guardians of the Galaxy,James Gunn,2014,121,Aventura,8.0,76,333.18
867,345,Guardians of the Galaxy,James Gunn,2014,121,Comedia,8.0,76,333.18
868,346,Deadpool,Tim Miller,2016,108,Acción,8.0,65,363.07
869,346,Deadpool,Tim Miller,2016,108,Comedia,8.0,65,363.07
870,347,Rain Man,Barry Levinson,1988,133,Drama,8.0,65,178.8
871,348,Black Swan,Darren Aronofsky,2010,108,Drama,8.0,79,106.95
872,348,Black Swan,Darren Aronofsky,2010,108,Thriller,8.0,79,106.95
873,349,The Princess Bride,Rob Reiner,1987,98,Aventura,8.0,77,30.86
874,349,The Princess Bride,Rob Reiner,1987,98,Comedia,8.0,77,30.86
875,349,The Princess Bride,Rob Reiner,1987,98,Familiar,8.0,77,30.86
876,350,The Avengers,Joss Whedon,2012,143,Acción,8.0,69,623.28
877,350,The Avengers,Joss Whedon,2012,143,Ciencia Ficción,8.0,69,623.28
878,351,La La Land,Damien Chazelle,2016,128,Comedia,8.0,94,151.1
879,351,La La Land,Damien Chazelle,2016,128,Drama,8.0,94,151.1
880,351,La La Land,Damien Chazelle,2016,128,Musica,8.0,94,151.1
881,352,The Martian,Ridley Scott,2015,144,Aventura,8.0,80,228.43
882,352,The Martian,Ridley Scott,2015,144,Drama,8.0,80,228.43
883,352,The Martian,Ridley Scott,2015,144,Ciencia Ficción,8.0,80,228.43
884,353,Donnie Darko,Richard Kelly,2001,113,Drama,8.0,88,1.48
885,353,Donnie Darko,Richard Kelly,2001,113,Misterio,8.0,88,1.48
886,353,Donnie Darko,Richard Kelly,2001,113,Ciencia Ficción,8.0,88,1.48
887,354,The Incredibles,Brad Bird,2004,115,Animación,8.0,90,261.44
888,354,The Incredibles,Brad Bird,2004,115,Acción,8.0,90,261.44
889,354,The Incredibles,Brad Bird,2004,115,Aventura,8.0,90,261.44
890,355,Her,Spike Jonze,2013,126,Drama,8.0,91,25.57
891,355,Her,Spike Jonze,2013,126,Romance,8.0,91,25.57
892,355,Her,Spike Jonze,2013,126,Ciencia Ficción,8.0,91,25.57
893,356,Zootopia,Byron Howard,2016,108,Animación,8.0,78,341.27
894,356,Zootopia,Byron Howard,2016,108,Aventura,8.0,78,341.27
895,356,Zootopia,Byron Howard,2016,108,Comedia,8.0,78,341.27
896,357,The Graduate,Mike Nichols,1967,106,Comedia,8.0,83,104.95
897,357,The Graduate,Mike Nichols,1967,106,Drama,8.0,83,104.95
898,357,The Graduate,Mike Nichols,1967,106,Romance,8.0,83,104.95
899,358,Casino Royale,Martin Campbell,2006,144,Acción,8.0,80,167.45
900,358,Casino Royale,Martin Campbell,2006,144,Aventura,8.0,80,167.45
901,358,Casino Royale,Martin Campbell,2006,144,Thriller,8.0,80,167.45
902,359,The Revenant,Alejandro G. IÃ±Ã¡rritu,2015,156,Acción,8.0,76,183.64
903,359,The Revenant,Alejandro G. IÃ±Ã¡rritu,2015,156,Aventura,8.0,76,183.64
904,359,The Revenant,Alejandro G. IÃ±Ã¡rritu,2015,156,Drama,8.0,76,183.64
905,360,The Imitation Game,Morten Tyldum,2014,114,Biografía,8.0,71,91.13
906,360,The Imitation Game,Morten Tyldum,2014,114,Drama,8.0,71,91.13
907,360,The Imitation Game,Morten Tyldum,2014,114,Thriller,8.0,71,91.13
908,361,Sin City,Frank Miller,2005,124,Crimen,8.0,74,74.1
909,361,Sin City,Frank Miller,2005,124,Thriller,8.0,74,74.1
910,362,CODA,Sian Heder,2021,111,Comedia,8.0,72,0.0
911,362,CODA,Sian Heder,2021,111,Drama,8.0,72,0.0
912,362,CODA,Sian Heder,2021,111,Musica,8.0,72,0.0
913,363,Dances with Wolves,Kevin Costner,1990,181,Aventura,8.0,72,184.21
914,363,Dances with Wolves,Kevin Costner,1990,181,Drama,8.0,72,184.21
915,363,Dances with Wolves,Kevin Costner,1990,181,Western,8.0,72,184.21
916,364,Magnolia,Paul Thomas Anderson,1999,188,Drama,8.0,78,22.46
917,365,Slumdog Millionaire,Danny Boyle,2008,120,Crimen,8.0,84,141.32
918,365,Slumdog Millionaire,Danny Boyle,2008,120,Drama,8.0,84,141.32
919,365,Slumdog Millionaire,Danny Boyle,2008,120,Romance,8.0,84,141.32
920,366,Scent of a Woman,Martin Brest,1992,156,Drama,8.0,59,63.9
921,367,Soul,Pete Docter,2020,100,Animación,8.0,83,0.0
922,367,Soul,Pete Docter,2020,100,Aventura,8.0,83,0.0
923,367,Soul,Pete Docter,2020,100,Comedia,8.0,83,0.0
924,368,Groundhog Day,Harold Ramis,1993,101,Comedia,8.0,72,70.91
925,368,Groundhog Day,Harold Ramis,1993,101,Drama,8.0,72,70.91
926,368,Groundhog Day,Harold Ramis,1993,101,Fantasía,8.0,72,70.91
927,369,Do the Right Thing,Spike Lee,1989,120,Comedia,8.0,93,27.55
928,369,Do the Right Thing,Spike Lee,1989,120,Drama,8.0,93,27.55
929,370,Dog Day Afternoon,Sidney Lumet,1975,125,Biografía,8.0,86,50.0
930,370,Dog Day Afternoon,Sidney Lumet,1975,125,Crimen,8.0,86,50.0
931,370,Dog Day Afternoon,Sidney Lumet,1975,125,Drama,8.0,86,50.0
932,371,Young Frankenstein,Mel Brooks,1974,106,Comedia,8.0,83,86.3
933,372,Aladdin,Ron Clements,1992,90,Animación,8.0,86,217.35
934,372,Aladdin,Ron Clements,1992,90,Aventura,8.0,86,217.35
935,372,Aladdin,Ron Clements,1992,90,Comedia,8.0,86,217.35
936,373,Blood Diamond,Edward Zwick,2006,143,Aventura,8.0,64,57.37
937,373,Blood Diamond,Edward Zwick,2006,143,Drama,8.0,64,57.37
938,373,Blood Diamond,Edward Zwick,2006,143,Thriller,8.0,64,57.37
939,374,12 Monkeys,Terry Gilliam,1995,129,Misterio,8.0,74,57.14
940,374,12 Monkeys,Terry Gilliam,1995,129,Ciencia Ficción,8.0,74,57.14
941,374,12 Monkeys,Terry Gilliam,1995,129,Thriller,8.0,74,57.14
942,375,The Pursuit of Happyness,Gabriele Muccino,2006,117,Biografía,8.0,64,163.57
943,375,The Pursuit of Happyness,Gabriele Muccino,2006,117,Drama,8.0,64,163.57
944,376,Big Fish,Tim Burton,2003,125,Aventura,8.0,58,66.26
945,376,Big Fish,Tim Burton,2003,125,Drama,8.0,58,66.26
946,376,Big Fish,Tim Burton,2003,125,Fantasía,8.0,58,66.26
947,377,Beauty and the Beast,Gary Trousdale,1991,84,Animación,8.0,95,218.97
948,377,Beauty and the Beast,Gary Trousdale,1991,84,Familiar,8.0,95,218.97
949,377,Beauty and the Beast,Gary Trousdale,1991,84,Fantasía,8.0,95,218.97
950,378,JFK,Oliver Stone,1991,189,Drama,8.0,72,70.41
951,378,JFK,Oliver Stone,1991,189,Historia,8.0,72,70.41
952,378,JFK,Oliver Stone,1991,189,Thriller,8.0,72,70.41
953,379,High Noon,Fred Zinnemann,1952,85,Drama,8.0,89,9.45
954,379,High Noon,Fred Zinnemann,1952,85,Thriller,8.0,89,9.45
955,379,High Noon,Fred Zinnemann,1952,85,Western,8.0,89,9.45
956,380,Planet of the Apes,Franklin J. Schaffner,1968,112,Aventura,8.0,79,33.4
957,380,Planet of the Apes,Franklin J. Schaffner,1968,112,Ciencia Ficción,8.0,79,33.4
958,381,The Bourne Ultimatum,Paul Greengrass,2007,115,Acción,8.0,85,227.47
959,381,The Bourne Ultimatum,Paul Greengrass,2007,115,Misterio,8.0,85,227.47
960,381,The Bourne Ultimatum,Paul Greengrass,2007,115,Thriller,8.0,85,227.47
961,382,Akira,Katsuhiro Ã”tomo,1988,124,Animación,8.0,67,0.55
962,382,Akira,Katsuhiro Ã”tomo,1988,124,Acción,8.0,67,0.55
963,382,Akira,Katsuhiro Ã”tomo,1988,124,Drama,8.0,67,0.55
964,383,Rosemary's Baby,Roman Polanski,1968,137,Drama,8.0,96,0.0
965,383,Rosemary's Baby,Roman Polanski,1968,137,Terror,8.0,96,0.0
966,384,Perfect Blue,Satoshi Kon,1997,81,Animación,8.0,67,0.78
967,384,Perfect Blue,Satoshi Kon,1997,81,Crimen,8.0,67,0.78
968,384,Perfect Blue,Satoshi Kon,1997,81,Drama,8.0,67,0.78
969,385,The Invisible Guest,Oriol Paulo,2016,106,Crimen,8.0,0,0.0
970,385,The Invisible Guest,Oriol Paulo,2016,106,Drama,8.0,0,0.0
971,385,The Invisible Guest,Oriol Paulo,2016,106,Misterio,8.0,0,0.0
972,386,Kill Bill: Vol. 2,Quentin Tarantino,2004,137,Acción,8.0,83,66.21
973,386,Kill Bill: Vol. 2,Quentin Tarantino,2004,137,Crimen,8.0,83,66.21
974,386,Kill Bill: Vol. 2,Quentin Tarantino,2004,137,Thriller,8.0,83,66.21
975,387,Life of Brian,Terry Jones,1979,94,Comedia,8.0,77,20.05
976,388,Butch Cassidy and the Sundance Kid,George Roy Hill,1969,110,Biografía,8.0,66,102.31
977,388,Butch Cassidy and the Sundance Kid,George Roy Hill,1969,110,Crimen,8.0,66,102.31
978,388,Butch Cassidy and the Sundance Kid,George Roy Hill,1969,110,Drama,8.0,66,102.31
979,389,The King's Speech,Tom Hooper,2010,118,Biografía,8.0,88,138.8
980,389,The King's Speech,Tom Hooper,2010,118,Drama,8.0,88,138.8
981,389,The King's Speech,Tom Hooper,2010,118,Historia,8.0,88,138.8
982,390,Dogville,Lars von Trier,2003,178,Crimen,8.0,61,1.53
983,390,Dogville,Lars von Trier,2003,178,Drama,8.0,61,1.53
984,391,Fiddler on the Roof,Norman Jewison,1971,181,Drama,8.0,67,80.5
985,391,Fiddler on the Roof,Norman Jewison,1971,181,Familiar,8.0,67,80.5
986,391,Fiddler on the Roof,Norman Jewison,1971,181,Musical,8.0,67,80.5
987,392,Lion,Garth Davis,2016,118,Biografía,8.0,69,51.74
988,392,Lion,Garth Davis,2016,118,Drama,8.0,69,51.74
989,393,What Ever Happened to Baby Jane?,Robert Aldrich,1962,134,Drama,8.0,75,4.05
990,393,What Ever Happened to Baby Jane?,Robert Aldrich,1962,134,Terror,8.0,75,4.05
991,393,What Ever Happened to Baby Jane?,Robert Aldrich,1962,134,Thriller,8.0,75,4.05
992,394,Ip Man,Wilson Yip,2008,106,Acción,8.0,59,0.0
993,394,Ip Man,Wilson Yip,2008,106,Biografía,8.0,59,0.0
994,394,Ip Man,Wilson Yip,2008,106,Drama,8.0,59,0.0
995,395,Sling Blade,Billy Bob Thornton,1996,135,Drama,8.0,84,24.48
996,396,Chungking Express,Kar-Wai Wong,1994,102,Comedia,8.0,78,0.6
997,396,Chungking Express,Kar-Wai Wong,1994,102,Crimen,8.0,78,0.6
998,396,Chungking Express,Kar-Wai Wong,1994,102,Drama,8.0,78,0.6
999,397,Roman Holiday,William Wyler,1953,118,Comedia,8.0,78,0.0
1000,397,Roman Holiday,William Wyler,1953,118,Romance,8.0,78,0.0
1001,398,Papillon,Franklin J. Schaffner,1973,151,Biografía,8.0,58,53.27
1002,398,Papillon,Franklin J. Schaffner,1973,151,Crimen,8.0,58,53.27
1003,398,Papillon,Franklin J. Schaffner,1973,151,Drama,8.0,58,53.27
1004,399,Mommy,Xavier Dolan,2014,139,Drama,8.0,74,3.49
1005,400,Being There,Hal Ashby,1979,130,Comedia,8.0,83,30.18
1006,400,Being There,Hal Ashby,1979,130,Drama,8.0,83,30.18
1007,401,The Last Picture Show,Peter Bogdanovich,1971,118,Drama,8.0,93,29.13
